game_length,mmr,result,server,team_1,team_2,timestamp
22m 41s,,Defeat,www,"Ekko,Nidalee,Jayce,Aphelios,Leona","Kennen,Volibear,Lucian,Twitch,Rakan",2020-10-14 20:01:14
31m 29s,,Defeat,www,"Renekton,Graves,Syndra,Kai'Sa,Alistar","Lucian,Lillia,Orianna,Ezreal,Gragas",2020-10-11 23:19:51
28m 26s,,Victory,www,"Urgot,Volibear,Zoe,Kindred,Taric","Lucian,Lee Sin,Singed,Samira,Nautilus",2020-10-09 16:27:24
31m 15s,,Defeat,www,"Lulu,Lee Sin,Yone,Aphelios,Nautilus","Irelia,Nidalee,Akali,Jhin,Gragas",2020-10-14 15:35:31
23m 9s,,Victory,www,"Volibear,Lillia,Yasuo,Jhin,Pantheon","Ornn,Xin Zhao,Orianna,Ashe,Sett",2020-10-15 02:40:17
25m 37s,,Defeat,www,"Kennen,Hecarim,Sylas,Senna,Thresh","Akali,Volibear,Zoe,Ashe,Sett",2020-10-15 22:38:39
26m 53s,,Defeat,www,"Sett,Rek'Sai,Lucian,Ashe,Braum","Akali,Lee Sin,Karthus,Ezreal,Pantheon",2020-10-14 20:43:46
25m 39s,,Defeat,www,"Urgot,Nidalee,Pantheon,Jhin,Nautilus","Lucian,Sylas,Camille,Ashe,Shen",2020-10-09 21:57:11
23m 44s,,Defeat,www,"Jayce,Nidalee,Kassadin,Jhin,Bard","Camille,Volibear,Galio,Ashe,Thresh",2020-10-13 00:48:17
26m 12s,,Defeat,www,"Camille,Ekko,Jayce,Taliyah,Janna","Fiora,Nidalee,Yone,Lucian,Leona",2020-10-13 23:00:55
32m 59s,,Defeat,www,"Lucian,Graves,Akali,Senna,Nautilus","Yone,Taliyah,Kennen,Kalista,Sett",2020-10-15 23:40:03
33m 34s,,Defeat,www,"Sett,Graves,Cassiopeia,Volibear,Pantheon","Renekton,Taliyah,Sylas,Ashe,Tahm Kench",2020-10-15 22:22:25
25m 24s,,Victory,www,"Kennen,Hecarim,Sylas,Senna,Thresh","Akali,Volibear,Zoe,Ashe,Sett",2020-10-15 22:38:39
26m 10s,,Defeat,www,"Volibear,Nidalee,Sylas,Senna,Bard","Renekton,Lillia,Yone,Ezreal,Thresh",2020-10-15 01:32:39
18m 27s,,Victory,www,"Camille,Graves,Sylas,Jhin,Thresh","Renekton,Evelynn,Qiyana,Ezreal,Sett",2020-10-05 21:52:02
32m 59s,,Defeat,www,"Vladimir,Karthus,Qiyana,Ashe,Pantheon","Camille,Sett,Akali,Kai'Sa,Shen",2020-10-15 01:37:51
16m 22s,,Defeat,www,"Irelia,Lee Sin,Akali,Samira,Sett","Sylas,Kindred,LeBlanc,Senna,Tahm Kench",2020-10-09 01:12:57
22m 41s,,Defeat,www,"Camille,Lillia,Lucian,Ezreal,Leona","Aatrox,Lee Sin,Zoe,Senna,Bard",2020-10-14 19:31:09
31m 29s,,Defeat,www,"Lulu,Xin Zhao,Akali,Samira,Nautilus","Camille,Hecarim,Orianna,Senna,Bard",2020-10-11 21:40:47
31m 15s,,Defeat,www,"Kennen,Lee Sin,Darius,Aphelios,Leona","Sylas,Xin Zhao,Akali,Ezreal,Pantheon",2020-10-14 15:02:47
23m 9s,,Victory,www,"Vladimir,Lillia,Renekton,Senna,Sett","Camille,Volibear,Akali,Ashe,Leona",2020-10-15 02:15:53
25m 37s,,Victory,www,"Sett,Kindred,Galio,Ashe,Leona","Camille,Taliyah,Zoe,Senna,Nautilus",2020-10-15 22:04:10
26m 53s,,Defeat,www,"Camille,Graves,Zoe,Miss Fortune,Xerath","Volibear,Lee Sin,Orianna,Ezreal,Leona",2020-10-14 01:10:05
25m 39s,,Defeat,www,"Jax,Graves,Fizz,Jhin,Sett","Camille,Lee Sin,Sylas,Ezreal,Pantheon",2020-10-09 21:28:35
23m 44s,,Defeat,www,"Mordekaiser,Lee Sin,Zoe,Aphelios,Alistar","Camille,Olaf,Galio,Kai'Sa,Sett",2020-10-13 00:27:30
26m 12s,,Defeat,www,"Camille,Graves,Sylas,Kai'Sa,Sett","Jax,Elise,Lucian,Senna,Thresh",2020-10-12 20:30:13
32m 59s,,Defeat,www,"Renekton,Karthus,Lucian,Ashe,Lulu","Maokai,Graves,Sylas,Jhin,Nunu & Willump",2020-10-15 23:11:16
33m 34s,,Defeat,www,"Jayce,Nidalee,Akali,Senna,Tahm Kench","Irelia,Lee Sin,Zoe,Samira,Leona",2020-10-15 21:55:23
25m 24s,,Defeat,www,"Heimerdinger,Evelynn,Qiyana,Aphelios,Leona","Wukong,Graves,Sylas,Miss Fortune,Pantheon",2020-10-15 16:37:29
26m 10s,,Defeat,www,"Renekton,Kindred,Orianna,Caitlyn,Morgana","Volibear,Graves,Twisted Fate,Jhin,Bard",2020-10-15 01:02:15
18m 27s,,Victory,www,"Ornn,Ekko,Twisted Fate,Xayah,Thresh","Jayce,Lillia,Orianna,Yasuo,Maokai",2020-10-05 00:16:22
32m 59s,,Defeat,www,"Cho'Gath,Lillia,Yone,Ashe,Thresh","Sylas,Nidalee,Lucian,Ezreal,Leona",2020-10-15 00:44:41
16m 22s,,Defeat,www,"Ornn,Graves,Orianna,Jhin,Tahm Kench","Sylas,Lillia,Zoe,Ezreal,Sett",2020-10-09 00:28:40
22m 41s,,Defeat,www,"Camille,Graves,Sylas,Senna,Alistar","Jax,Volibear,Akali,Ashe,Gragas",2020-10-14 18:46:08
31m 29s,,Defeat,www,"Camille,Hecarim,Orianna,Yasuo,Nautilus","Sett,Lillia,Sylas,Lucian,Pyke",2020-10-11 20:47:04
31m 15s,,Defeat,www,"Akali,Graves,Lulu,Caitlyn,Bard","Sylas,Lee Sin,Twisted Fate,Aphelios,Sett",2020-10-14 14:20:29
23m 9s,,Victory,www,"Volibear,Nidalee,Sylas,Senna,Bard","Renekton,Lillia,Yone,Ezreal,Thresh",2020-10-15 01:32:39
25m 37s,,Defeat,www,"Camille,Graves,Orianna,Senna,Taric","Jax,Ekko,Akali,Ezreal,Sett",2020-10-15 20:31:27
26m 53s,,Defeat,www,"Camille,Graves,Sylas,Jhin,Shen","Lucian,Nidalee,Jax,Ashe,Pyke",2020-10-13 23:50:37
25m 39s,,Defeat,www,"Camille,Ekko,Talon,Samira,Thresh","Jayce,Nidalee,Akali,Senna,Leona",2020-10-09 20:23:09
23m 44s,,Defeat,www,"Lucian,Ekko,Camille,Twitch,Rakan","Sett,Sylas,Fiora,Caitlyn,Morgana",2020-10-12 23:28:58
26m 12s,,Defeat,www,"Wukong,Nidalee,Yone,Kai'Sa,Lulu","Camille,Graves,Galio,Ezreal,Pyke",2020-10-12 19:47:26
32m 59s,,Defeat,www,"Ornn,Graves,Orianna,Ezreal,Bard","Sylas,Lee Sin,Ahri,Twitch,Rakan",2020-10-15 15:17:49
33m 34s,,Defeat,www,"Volibear,Graves,LeBlanc,Ezreal,Pyke","Kennen,Sett,Camille,Kai'Sa,Nautilus",2020-10-15 20:36:22
25m 24s,,Defeat,www,"Olaf,Hecarim,Orianna,Miss Fortune,Lulu","Akali,Graves,Syndra,Jhin,Sett",2020-10-15 15:54:51
26m 10s,,Defeat,www,"Volibear,Graves,Zoe,Jhin,Bard","Renekton,Nidalee,Kassadin,Senna,Tahm Kench",2020-10-15 00:27:58
18m 27s,,Defeat,www,"Sett,Rek'Sai,Sylas,Ezreal,Leona","Shen,Lee Sin,Akali,Senna,Thresh",2020-10-04 23:31:20
32m 59s,,Defeat,www,"Maokai,Graves,Sylas,Lucian,Pantheon","Volibear,Lillia,Jayce,Jhin,Sett",2020-10-14 22:12:22
16m 22s,,Defeat,www,"Lucian,Graves,Galio,Ezreal,Braum","Kai'Sa,Lillia,Sett,Pantheon,Camille",2020-10-08 23:27:30
22m 41s,,Defeat,www,"Kennen,Xin Zhao,Orianna,Senna,Leona","Ornn,Graves,Syndra,Ashe,Tahm Kench",2020-10-14 18:03:56
31m 15s,,Victory,www,"Camille,Elise,Twisted Fate,Jhin,Alistar","Jax,Nidalee,Yone,Aphelios,Janna",2020-10-14 12:47:12
23m 9s,,Victory,www,"Renekton,Kindred,Orianna,Caitlyn,Morgana","Volibear,Graves,Twisted Fate,Jhin,Bard",2020-10-15 01:02:15
25m 37s,,Defeat,www,"Irelia,Nidalee,Sylas,Ashe,Braum","Ryze,Udyr,Talon,Aphelios,Pantheon",2020-10-15 15:34:55
26m 53s,,Defeat,www,"Camille,Ekko,Jayce,Taliyah,Janna","Fiora,Nidalee,Yone,Lucian,Leona",2020-10-13 23:00:55
25m 39s,,Defeat,www,"Camille,Lee Sin,Zoe,Ezreal,Janna","Renekton,Hecarim,Twisted Fate,Ashe,Pantheon",2020-10-09 19:46:51
23m 44s,,Defeat,www,"Jayce,Graves,Kassadin,Ashe,Thresh","Renekton,Kindred,Zoe,Ezreal,Karma",2020-10-12 22:47:05
26m 12s,,Defeat,www,"Rumble,Jarvan IV,Zoe,Senna,Sett","Camille,Lillia,Irelia,Jhin,Pantheon",2020-10-09 00:39:49
32m 59s,,Defeat,www,"Volibear,Graves,Galio,Miss Fortune,Leona","Renekton,Hecarim,Orianna,Twitch,Rakan",2020-10-15 14:18:20
33m 34s,,Defeat,www,"Ornn,Graves,Akali,Ezreal,Pyke","Twisted Fate,Xin Zhao,Taliyah,Lucian,Sett",2020-10-15 19:58:17
25m 24s,,Defeat,www,"Lucian,Xin Zhao,Zac,Ashe,Alistar","Fiora,Karthus,Sylas,Jhin,Pantheon",2020-10-15 15:19:22
26m 10s,,Defeat,www,"Jax,Rek'Sai,Twisted Fate,Senna,Pantheon","Camille,Lillia,Ryze,Ashe,Alistar",2020-10-14 22:48:10
18m 27s,,Victory,www,"Ornn,Lillia,Jayce,Jinx,Thresh","Volibear,Lee Sin,Zoe,Yasuo,Alistar",2020-09-28 01:12:43
32m 59s,,Defeat,www,"Camille,Lillia,Orianna,Jhin,Janna","Renekton,Graves,Akali,Ezreal,Nami",2020-10-14 21:43:56
16m 22s,,Defeat,www,"Jax,Nidalee,Sett,Ashe,Tahm Kench","Camille,Graves,Galio,Jhin,Leona",2020-10-08 23:14:20
22m 41s,,Defeat,www,"Jax,Karthus,Akali,Ashe,Bard","Camille,Lillia,Lucian,Ezreal,Yuumi",2020-10-14 17:10:35
31m 15s,,Defeat,www,"Jax,Lee Sin,Galio,Samira,Alistar","Camille,Graves,Akali,Senna,Tahm Kench",2020-10-14 00:31:19
23m 9s,,Defeat,www,"Yone,Lee Sin,Orianna,Ashe,Pyke","Camille,Hecarim,Galio,Jhin,Bard",2020-10-15 00:07:39
25m 37s,,Defeat,www,"Sett,Graves,Akali,Miss Fortune,Rakan","Sylas,Lee Sin,Lucian,Twitch,Taric",2020-10-15 15:03:55
26m 53s,,Defeat,www,"Maokai,Graves,Zoe,Miss Fortune,Leona","Lucian,Kayn,Syndra,Ezreal,Bard",2020-10-13 21:53:59
25m 39s,,Defeat,www,"Camille,Lillia,Twisted Fate,Samira,Nautilus","Urgot,Hecarim,Akali,Senna,Taric",2020-10-09 18:59:47
23m 44s,,Defeat,www,"Ornn,Graves,Syndra,Jhin,Thresh","Volibear,Nidalee,Jayce,Twitch,Rakan",2020-10-12 22:22:50
26m 12s,,Defeat,www,"Camille,Ekko,Irelia,Ashe,Pantheon","Renekton,Volibear,Twisted Fate,Ezreal,Braum",2020-10-09 00:05:33
32m 59s,,Defeat,www,"Volibear,Nidalee,Sylas,Senna,Bard","Renekton,Lillia,Yone,Ezreal,Thresh",2020-10-15 01:32:39
33m 34s,,Defeat,www,"Camille,Elise,Yone,Samira,Gragas","Akali,Graves,Sylas,Yasuo,Alistar",2020-10-15 19:05:51
25m 24s,,Victory,www,"Volibear,Graves,Galio,Miss Fortune,Leona","Renekton,Hecarim,Orianna,Twitch,Rakan",2020-10-15 14:18:20
26m 10s,,Defeat,www,"Camille,Graves,Sylas,Senna,Alistar","Jax,Volibear,Akali,Ashe,Gragas",2020-10-14 18:46:08
18m 27s,,Defeat,www,"Maokai,Lillia,Qiyana,Caitlyn,Bard","Sylas,Olaf,Yasuo,Ashe,Karma",2020-09-28 00:38:45
32m 59s,,Defeat,www,"Renekton,Graves,Ekko,Jhin,Sett","Gangplank,Lee Sin,Orianna,Aphelios,Janna",2020-10-14 21:04:51
22m 41s,,Defeat,www,"Irelia,Ekko,Jayce,Karma,Soraka","Malphite,Karthus,Talon,Ashe,Pantheon",2020-10-14 16:27:14
31m 15s,,Defeat,www,"Camille,Rek'Sai,Katarina,Ezreal,Sion","Yone,Lee Sin,Akali,Kai'Sa,Pantheon",2020-10-13 23:55:10
23m 9s,,Defeat,www,"Renekton,Nidalee,Irelia,Ashe,Thresh","Camille,Lee Sin,Orianna,Jhin,Sett",2020-10-14 23:23:30
25m 37s,,Defeat,www,"Sylas,Graves,LeBlanc,Vayne,Alistar","Jax,Lee Sin,Kassadin,Ashe,Sejuani",2020-10-15 14:29:24
26m 53s,,Defeat,www,"Jayce,Graves,Kassadin,Ashe,Thresh","Renekton,Kindred,Zoe,Ezreal,Karma",2020-10-12 22:47:05
25m 39s,,Defeat,www,"Camille,Kayn,Zoe,Jhin,Pantheon","Akali,Graves,Twisted Fate,Ashe,Sett",2020-10-09 15:54:01
23m 44s,,Defeat,www,"Camille,Graves,Sylas,Jhin,Janna","Ornn,Kindred,Zoe,Ashe,Thresh",2020-10-12 21:37:19
26m 12s,,Defeat,www,"Lucian,Graves,Galio,Ezreal,Braum","Kai'Sa,Lillia,Sett,Pantheon,Camille",2020-10-08 23:27:30
32m 59s,,Defeat,www,"Cho'Gath,Lillia,Yone,Ashe,Thresh","Sylas,Nidalee,Lucian,Ezreal,Leona",2020-10-15 00:44:41
33m 34s,,Defeat,www,"Poppy,Kayn,Orianna,Senna,Sett","Camille,Volibear,Lucian,Ashe,Karma",2020-10-15 17:48:33
25m 24s,,Defeat,www,"Volibear,Lillia,Yasuo,Jhin,Pantheon","Ornn,Xin Zhao,Orianna,Ashe,Sett",2020-10-15 02:40:17
26m 10s,,Defeat,www,"Kennen,Xin Zhao,Orianna,Senna,Leona","Ornn,Graves,Syndra,Ashe,Tahm Kench",2020-10-14 18:03:56
18m 27s,,Victory,www,"Lucian,Hecarim,Sylas,Kai'Sa,Leona","Irelia,Graves,Twisted Fate,Twitch,Taric",2020-09-27 23:59:01
22m 41s,,Defeat,www,"Lulu,Lee Sin,Yone,Aphelios,Nautilus","Irelia,Nidalee,Akali,Jhin,Gragas",2020-10-14 15:35:31
31m 15s,,Victory,www,"Camille,Lee Sin,Katarina,Kai'Sa,Leona","Jax,Ekko,Sett,Ashe,Rakan",2020-10-13 23:27:04
25m 37s,,Victory,www,"Galio,Kindred,Lulu,Jhin,Pantheon","Kayle,Nidalee,Qiyana,Caitlyn,Alistar",2020-10-15 13:44:25
26m 53s,,Defeat,www,"Lucian,Nidalee,Ekko,Jhin,Nautilus","Wukong,Lee Sin,Syndra,Ezreal,Thresh",2020-10-12 22:17:38
25m 39s,,Defeat,www,"Camille,Lee Sin,Singed,Ashe,Tahm Kench","Akali,Graves,Zoe,Ezreal,Bard",2020-10-09 15:09:59
23m 44s,,Defeat,www,"Sylas,Olaf,Irelia,Sivir,Yuumi","Kassadin,Lillia,Shen,Vayne,Thresh",2020-10-12 21:04:35
26m 12s,,Defeat,www,"Renekton,Taliyah,Sylas,Kai'Sa,Nautilus","Irelia,Lillia,Twisted Fate,Aphelios,Thresh",2020-10-08 23:12:06
32m 59s,,Defeat,www,"Yone,Lee Sin,Orianna,Ashe,Pyke","Camille,Hecarim,Galio,Jhin,Bard",2020-10-15 00:07:39
33m 34s,,Defeat,www,"Jayce,Nidalee,Qiyana,Miss Fortune,Rakan","Camille,Lillia,Orianna,Twitch,Taric",2020-10-15 15:41:14
25m 24s,,Defeat,www,"Vladimir,Lillia,Renekton,Senna,Sett","Camille,Volibear,Akali,Ashe,Leona",2020-10-15 02:15:53
26m 10s,,Defeat,www,"Lulu,Kindred,Akali,Caitlyn,Shen","Kennen,Graves,Orianna,Kai'Sa,Sett",2020-10-14 17:34:36
18m 27s,,Victory,www,"Akali,Lee Sin,Sylas,Samira,Thresh","Camille,Nidalee,Yasuo,Jhin,Pantheon",2020-09-25 02:54:48
31m 15s,,Defeat,www,"Lulu,Kindred,Zoe,Ezreal,Taric","Camille,Graves,Galio,Senna,Soraka",2020-10-13 19:34:21
25m 37s,,Victory,www,"Gangplank,Elise,Sylas,Jhin,Sett","Lucian,Ekko,Poppy,Miss Fortune,Nautilus",2020-10-14 20:37:42
26m 53s,,Defeat,www,"Camille,Lee Sin,Orianna,Ezreal,Rakan","Jax,Nidalee,Zoe,Ashe,Sett",2020-10-12 21:33:57
25m 39s,,Defeat,www,"Sylas,Sett,Zoe,Jhin,Leona","Ornn,Ekko,Yasuo,Ashe,Taric",2020-10-09 03:27:29
23m 44s,,Defeat,www,"Aatrox,Lee Sin,Sylas,Twitch,Camille","Volibear,Graves,Akali,Jhin,Bard",2020-10-12 20:01:02
26m 12s,,Defeat,www,"Camille,Graves,Galio,Miss Fortune,Leona","Jax,Lee Sin,Akali,Jhin,Nautilus",2020-10-07 23:48:27
32m 59s,,Defeat,www,"Renekton,Nidalee,Irelia,Ashe,Thresh","Camille,Lee Sin,Orianna,Jhin,Sett",2020-10-14 23:23:30
33m 34s,,Defeat,www,"Sett,Graves,Akali,Miss Fortune,Rakan","Sylas,Lee Sin,Lucian,Twitch,Taric",2020-10-15 15:03:55
25m 24s,,Defeat,www,"Volibear,Karthus,Sett,Twitch,Rakan","Renekton,Taliyah,Irelia,Jhin,Karma",2020-10-15 01:31:56
26m 10s,,Defeat,www,"Fiora,Olaf,Galio,Ashe,Thresh","Lulu,Xin Zhao,Akali,Caitlyn,Lux",2020-10-14 03:08:46
31m 15s,,Victory,www,"Sett,Graves,Orianna,Yasuo,Gragas","Volibear,Fiddlesticks,Sylas,Ezreal,Camille",2020-10-13 16:08:33
25m 37s,,Defeat,www,"Renekton,Lillia,Nunu & Willump,Jhin,Janna","Sylas,Graves,Yone,Ashe,Sett",2020-10-14 20:01:27
26m 53s,,Defeat,www,"Jax,Lee Sin,Syndra,Samira,Pantheon","Gangplank,Rek'Sai,Zed,Cassiopeia,Camille",2020-10-10 23:46:00
25m 39s,,Defeat,www,"Renekton,Nidalee,Zoe,Jhin,Sett","Heimerdinger,Graves,Irelia,Ashe,Braum",2020-10-09 02:46:48
23m 44s,,Defeat,www,"Sylas,Graves,Syndra,Caitlyn,Lux","Renekton,Nidalee,Zoe,Jhin,Karma",2020-10-12 04:05:17
26m 12s,,Defeat,www,"Ornn,Graves,Orianna,Senna,Leona","Jayce,Ekko,Lucian,Aphelios,Alistar",2020-10-07 23:05:57
32m 59s,,Defeat,www,"Rengar,Graves,Ekko,Jinx,Sett","Wukong,Lee Sin,Orianna,Ashe,Thresh",2020-10-14 22:48:37
33m 34s,,Defeat,www,"Volibear,Karthus,Yone,Ashe,Karma","Renekton,Lillia,Heimerdinger,Caitlyn,Thresh",2020-10-15 03:23:48
25m 24s,,Defeat,www,"Renekton,Graves,Galio,Kai'Sa,Leona","Maokai,Lee Sin,Zoe,Jhin,Alistar",2020-10-14 22:45:17
25m 37s,,Victory,www,"Camille,Lillia,Sett,Ezreal,Pantheon","Volibear,Kayn,Zoe,Ashe,Tahm Kench",2020-10-14 16:02:51
26m 53s,,Defeat,www,"Sylas,Lee Sin,Sett,Caitlyn,Lux","Gangplank,Graves,Syndra,Jhin,Tahm Kench",2020-10-10 22:40:30
25m 39s,,Defeat,www,"Camille,Lee Sin,Syndra,Senna,Galio","Fiora,Elise,Ezreal,Lucian,Pyke",2020-10-09 02:02:40
23m 44s,,Defeat,www,"Ezreal,Ekko,Renekton,Lucian,Janna","Volibear,Karthus,Zed,Jhin,Sett",2020-10-12 03:30:08
26m 12s,,Defeat,www,"Fiora,Lee Sin,Viktor,Yasuo,Nautilus","Jayce,Graves,Irelia,Galio,Pantheon",2020-10-07 22:09:18
32m 59s,,Defeat,www,"Sett,Evelynn,Maokai,Kai'Sa,Teemo","Jayce,Lillia,Yone,Twitch,Rakan",2020-10-14 22:07:43
33m 34s,,Defeat,www,"Jayce,Volibear,Kassadin,Ezreal,Pyke","Renekton,Karthus,Akali,Kalista,Pantheon",2020-10-15 02:34:29
25m 24s,,Defeat,www,"Kennen,Lee Sin,Orianna,Jhin,Pantheon","Camille,Rek'Sai,Sylas,Senna,Tahm Kench",2020-10-14 21:41:35
25m 37s,,Victory,www,"Fiora,Volibear,Sylas,Aphelios,Karma","Camille,Lee Sin,Orianna,Jhin,Sett",2020-10-14 15:32:24
26m 53s,,Defeat,www,"Jayce,Ekko,Lucian,Senna,Thresh","Rumble,Graves,Jax,Ashe,Karma",2020-10-10 21:42:38
25m 39s,,Defeat,www,"Jayce,Graves,Twisted Fate,Jhin,Pantheon","Renekton,Lillia,Yone,Ashe,Sett",2020-10-09 01:39:44
23m 44s,,Defeat,www,"Ornn,Kindred,Orianna,Jhin,Leona","Kayle,Graves,Sylas,Lucian,Rakan",2020-10-12 02:36:40
26m 12s,,Defeat,www,"Volibear,Elise,Qiyana,Jhin,Leona","Lucian,Karthus,Akali,Kai'Sa,Pantheon",2020-10-07 21:39:42
32m 59s,,Defeat,www,"Camille,Lillia,Orianna,Jhin,Janna","Renekton,Graves,Akali,Ezreal,Nami",2020-10-14 21:43:56
33m 34s,,Defeat,www,"Camille,Kindred,Orianna,Ezreal,Sett","Jayce,Graves,Katarina,Lucian,Pantheon",2020-10-15 01:06:16
25m 24s,,Defeat,www,"Jax,Xin Zhao,Syndra,Aphelios,Karma","Camille,Lee Sin,Ekko,Ezreal,Pantheon",2020-10-14 21:13:28
25m 37s,,Victory,www,"Sett,Lee Sin,Akali,Jhin,Alistar","Camille,Nidalee,Yone,Ashe,Tahm Kench",2020-10-14 15:07:24
26m 53s,,Defeat,www,"Tryndamere,Elise,Sett,Mordekaiser,Tahm Kench","Kled,Nidalee,Kassadin,Yasuo,Gragas",2020-10-08 01:39:45
25m 39s,,Defeat,www,"Zac,Graves,Zoe,Ezreal,Shen","Akali,Ivern,Nocturne,Twitch,Rakan",2020-10-09 00:56:19
23m 44s,,Defeat,www,"Pantheon,Graves,Galio,Taliyah,Sett","Akali,Xin Zhao,Twisted Fate,Ezreal,Leona",2020-10-12 02:08:44
26m 12s,,Defeat,www,"Lulu,Lillia,Lucian,Kai'Sa,Thresh","Wukong,Kindred,Singed,Ezreal,Janna",2020-10-07 17:54:49
32m 59s,,Defeat,www,"Renekton,Graves,Ekko,Jhin,Sett","Gangplank,Lee Sin,Orianna,Aphelios,Janna",2020-10-14 21:04:51
33m 34s,,Defeat,www,"Jayce,Graves,Galio,Aphelios,Bard","Ornn,Lee Sin,Zoe,Senna,Pyke",2020-10-15 00:24:14
25m 24s,,Defeat,www,"Galio,Nidalee,Irelia,Samira,Taric","Kassadin,Lee Sin,Ornn,Vayne,Janna",2020-10-14 20:27:52
25m 37s,,Victory,www,"Kennen,Lillia,Yone,Samira,Rakan","Jax,Xin Zhao,Twisted Fate,Senna,Alistar",2020-10-14 14:27:33
26m 53s,,Defeat,www,"Shen,Graves,Katarina,Lucian,Pantheon","Irelia,Lee Sin,Malzahar,Jhin,Gragas",2020-10-08 01:01:16
25m 39s,,Defeat,www,"Ornn,Taliyah,Irelia,Senna,Pantheon","Aatrox,Nidalee,Zoe,Miss Fortune,Shen",2020-10-09 00:15:40
23m 44s,,Defeat,www,"Camille,Lillia,Lucian,Jhin,Pyke","Renekton,Rek'Sai,Orianna,Caitlyn,Thresh",2020-10-12 01:06:02
26m 12s,,Defeat,www,"Fiora,Kayn,Singed,Xayah,Janna","Camille,Lillia,Zed,Yasuo,Bard",2020-10-07 17:04:05
32m 59s,,Defeat,www,"Lucian,Kindred,Galio,Senna,Sett","Malphite,Karthus,Talon,Ezreal,Pantheon",2020-10-14 20:28:03
25m 24s,,Victory,www,"Darius,Hecarim,Orianna,Ashe,Sett","Rengar,Elise,Qiyana,Jhin,Pyke",2020-10-14 19:46:32
25m 37s,,Victory,www,"Wukong,Graves,Ekko,Ashe,Pantheon","Lucian,Hecarim,Orianna,Ezreal,Pyke",2020-10-14 13:55:48
25m 39s,,Defeat,www,"Jax,Hecarim,Sylas,Vayne,Lulu","Camille,Nidalee,Heimerdinger,Ezreal,Yuumi",2020-10-08 22:50:54
23m 44s,,Defeat,www,"Tryndamere,Xin Zhao,Ekko,Caitlyn,Lux","Renekton,Lillia,Talon,Jhin,Pyke",2020-10-12 00:18:55
26m 12s,,Defeat,www,"Jayce,Nidalee,Jax,Senna,Leona","Camille,Graves,Lulu,Jhin,Pyke",2020-10-07 15:20:10
25m 37s,,Victory,www,"Singed,Lee Sin,Orianna,Caitlyn,Thresh","Lulu,Jarvan IV,Cassiopeia,Miss Fortune,Sett",2020-10-13 21:37:54
26m 12s,,Defeat,www,"Fiora,Karthus,Ezreal,Sett,Pantheon","Camille,Graves,Twisted Fate,Kai'Sa,Leona",2020-10-06 21:40:03
25m 37s,,Defeat,www,"Akali,Graves,Kennen,Ashe,Lux","Irelia,Nidalee,Mordekaiser,Jhin,Thresh",2020-10-13 20:49:38
32m 59s,,Defeat,www,"Akali,Lillia,Yone,Ashe,Braum","Poppy,Sylas,Lucian,Senna,Sett",2020-10-16 15:20:53
32m 59s,,Defeat,www,"Camille,Kindred,Galio,Aphelios,Soraka","Fiora,Graves,Zoe,Ezreal,Karma",2020-10-15 19:19:12
32m 59s,,Victory,www,"Jax,Lee Sin,Orianna,Senna,Pantheon","Lucian,Graves,Akali,Jhin,Thresh",2020-10-15 18:25:31
32m 59s,,Defeat,www,"Maokai,Nidalee,Syndra,Ashe,Karma","Jax,Graves,Ekko,Caitlyn,Bard",2020-10-15 17:40:54
32m 59s,,Defeat,www,"Shen,Lillia,Talon,Ezreal,Bard","Jayce,Nidalee,Akali,Ashe,Pyke",2020-10-15 17:14:36
32m 59s,,Victory,www,"Shen,Kindred,Ryze,Jhin,Pyke","Renekton,Lillia,Yone,Aphelios,Thresh",2020-10-15 16:38:21
32m 59s,,Victory,www,"Jayce,Lillia,Galio,Jhin,Thresh","Poppy,Graves,Sylas,Ashe,Sett",2020-10-15 16:03:13
32m 59s,,Victory,www,"Yone,Lee Sin,Orianna,Ashe,Pyke","Camille,Hecarim,Galio,Jhin,Bard",2020-10-15 00:07:39
32m 59s,,Victory,www,"Kennen,Lee Sin,Orianna,Jhin,Pantheon","Camille,Rek'Sai,Sylas,Senna,Tahm Kench",2020-10-14 21:41:35
11m 17s,,Defeat,www,"Lulu,Hecarim,Galio,Ashe,Bard","Sylas,Lillia,Lucian,Twitch,Rakan",2020-10-16 02:31:31
32m 59s,,Victory,www,"Camille,Lillia,Lucian,Ezreal,Leona","Aatrox,Lee Sin,Zoe,Senna,Bard",2020-10-14 19:31:09
11m 17s,,Victory,www,"Jayce,Evelynn,Yone,Ezreal,Bard","Fiora,Lillia,Camille,Kai'Sa,Nautilus",2020-10-16 01:46:09
32m 59s,,Victory,www,"Renekton,Ekko,Sylas,Kai'Sa,Pyke","Volibear,Lee Sin,Cassiopeia,Jhin,Rakan",2020-10-14 17:11:29
11m 17s,,Victory,www,"Fiora,Lillia,Renekton,Jhin,Alistar","Camille,Lee Sin,Akali,Senna,Gragas",2020-10-16 01:10:42
32m 59s,,Defeat,www,"Irelia,Ekko,Jayce,Karma,Soraka","Malphite,Karthus,Talon,Ashe,Pantheon",2020-10-14 16:27:14
11m 17s,,Victory,www,"Fiora,Fiddlesticks,Corki,Senna,Tahm Kench","Renekton,Graves,Galio,Aphelios,Sett",2020-10-16 00:22:17
32m 59s,,Victory,www,"Quinn,Taliyah,Sett,Samira,Pyke","Renekton,Hecarim,Sylas,Ezreal,Gragas",2020-10-14 15:40:25
